station_from_id,station_from_name,station_from_lat,station_from_lon,station_to_id,station_to_name,station_to_lat,station_to_lon,line,edge_distance_km
940GZZLUFBY,Fulham Broadway Underground Station,51.480081,-0.195422,940GZZLUWBN,West Brompton Underground Station,51.487268,-0.195599,district,0.7992519184581998
940GZZLUWBN,West Brompton Underground Station,51.487268,-0.195599,940GZZLUECT,Earl's Court Underground Station,51.492063,-0.193378,district,0.5549115783260825
940GZZLUECT,Earl's Court Underground Station,51.492063,-0.193378,940GZZLUHSK,High Street Kensington Underground Station,51.501055,-0.192792,district,1.0006873639119171
940GZZLUHSK,High Street Kensington Underground Station,51.501055,-0.192792,940GZZLUNHG,Notting Hill Gate Underground Station,51.509128,-0.196104,district,0.9264830980700492
940GZZLUNHG,Notting Hill Gate Underground Station,51.509128,-0.196104,940GZZLUBWT,Bayswater Underground Station,51.512284,-0.187938,district,0.6652180660693167
940GZZLUBWT,Bayswater Underground Station,51.512284,-0.187938,940GZZLUPAC,Paddington Underground Station,51.516581,-0.175689,district,0.9730082367091731
940GZZLUPAC,Paddington Underground Station,51.516581,-0.175689,940GZZLUERC,Edgware Road (Circle Line) Underground Station,51.519858,-0.167832,district,0.6544691747658944
940GZZLUKOY,Kensington (Olympia) Underground Station,51.497624,-0.210015,940GZZLUECT,Earl's Court Underground Station,51.492063,-0.193378,district,1.3072466489294936
940GZZLUHSC,Hammersmith (H&C Line) Underground Station,51.49339,-0.22503,940GZZLUGHK,Goldhawk Road Underground Station,51.502005,-0.226715,hammersmith-city,0.9650195407459996
940GZZLUGHK,Goldhawk Road Underground Station,51.502005,-0.226715,940GZZLUSBM,Shepherd's Bush Market Underground Station,51.505579,-0.226375,hammersmith-city,0.39810682116042234
940GZZLUSBM,Shepherd's Bush Market Underground Station,51.505579,-0.226375,940GZZLUWLA,Wood Lane Underground Station,51.509669,-0.22453,hammersmith-city,0.47237303174780576
940GZZLUWLA,Wood Lane Underground Station,51.509669,-0.22453,940GZZLULRD,Latimer Road Underground Station,51.513389,-0.217799,hammersmith-city,0.6229580146432765
940GZZLULRD,Latimer Road Underground Station,51.513389,-0.217799,940GZZLULAD,Ladbroke Grove Underground Station,51.517449,-0.210391,hammersmith-city,0.6830659968931708
940GZZLULAD,Ladbroke Grove Underground Station,51.517449,-0.210391,940GZZLUWSP,Westbourne Park Underground Station,51.52111,-0.201065,hammersmith-city,0.7629549573932685
940GZZLUWSP,Westbourne Park Underground Station,51.52111,-0.201065,940GZZLURYO,Royal Oak Underground Station,51.519113,-0.188748,hammersmith-city,0.8806671787882604
940GZZLURYO,Royal Oak Underground Station,51.519113,-0.188748,940GZZLUPAH,Paddington (H&C Line)-Underground,51.518187,-0.178306,hammersmith-city,0.7298044913113206
940GZZLUPAH,Paddington (H&C Line)-Underground,51.518187,-0.178306,940GZZLUERC,Edgware Road (Circle Line) Underground Station,51.519858,-0.167832,hammersmith-city,0.748152663434698
940GZZLUERC,Edgware Road (Circle Line) Underground Station,51.519858,-0.167832,940GZZLUBST,Baker Street Underground Station,51.522883,-0.15713,hammersmith-city,0.8132696042602869
940GZZLUBST,Baker Street Underground Station,51.522883,-0.15713,940GZZLUGPS,Great Portland Street Underground Station,51.52384,-0.144262,hammersmith-city,0.8966095509134202
940GZZLUGPS,Great Portland Street Underground Station,51.52384,-0.144262,940GZZLUESQ,Euston Square Underground Station,51.525604,-0.135829,hammersmith-city,0.6155097999323507
940GZZLUESQ,Euston Square Underground Station,51.525604,-0.135829,940GZZLUKSX,King's Cross St. Pancras Underground Station,51.530663,-0.123194,hammersmith-city,1.0394362725275685
940GZZLUKSX,King's Cross St. Pancras Underground Station,51.530663,-0.123194,940GZZLUFCN,Farringdon Underground Station,51.520252,-0.104913,hammersmith-city,1.7145413120304283
940GZZLUFCN,Farringdon Underground Station,51.520252,-0.104913,940GZZLUBBN,Barbican Underground Station,51.520275,-0.097993,hammersmith-city,0.47879947386404725
940GZZLUBBN,Barbican Underground Station,51.520275,-0.097993,940GZZLUMGT,Moorgate Underground Station,51.518176,-0.088322,hammersmith-city,0.7086852017576026
940GZZLUMGT,Moorgate Underground Station,51.518176,-0.088322,940GZZLULVT,Liverpool Street Underground Station,51.517372,-0.083182,hammersmith-city,0.3667186501476433
940GZZLULVT,Liverpool Street Underground Station,51.517372,-0.083182,940GZZLUADE,Aldgate East Underground Station,51.515037,-0.072384,hammersmith-city,0.7910033117136083
940GZZLUADE,Aldgate East Underground Station,51.515037,-0.072384,940GZZLUWPL,Whitechapel Underground Station,51.519518,-0.059971,hammersmith-city,0.9929704305314422
940GZZLUWPL,Whitechapel Underground Station,51.519518,-0.059971,940GZZLUSGN,Stepney Green Underground Station,51.521858,-0.046596,hammersmith-city,0.9612874591962262
940GZZLUSGN,Stepney Green Underground Station,51.521858,-0.046596,940GZZLUMED,Mile End Underground Station,51.525122,-0.03364,hammersmith-city,0.9670488331099445
940GZZLUMED,Mile End Underground Station,51.525122,-0.03364,940GZZLUBWR,Bow Road Underground Station,51.52694,-0.025128,hammersmith-city,0.6226003144646983
940GZZLUBWR,Bow Road Underground Station,51.52694,-0.025128,940GZZLUBBB,Bromley-by-Bow Underground Station,51.524839,-0.011538,hammersmith-city,0.9687628115805836
940GZZLUBBB,Bromley-by-Bow Underground Station,51.524839,-0.011538,940GZZLUWHM,West Ham Underground Station,51.528136,0.005055,hammersmith-city,1.2050288319051239
940GZZLUWHM,West Ham Underground Station,51.528136,0.005055,940GZZLUPLW,Plaistow Underground Station,51.531341,0.017451,hammersmith-city,0.9286051342253482
940GZZLUPLW,Plaistow Underground Station,51.531341,0.017451,940GZZLUUPK,Upton Park Underground Station,51.53534,0.035263,hammersmith-city,1.309841300360384
940GZZLUUPK,Upton Park Underground Station,51.53534,0.035263,940GZZLUEHM,East Ham Underground Station,51.538948,0.051186,hammersmith-city,1.1720980954259148
940GZZLUEHM,East Ham Underground Station,51.538948,0.051186,940GZZLUBKG,Barking Underground Station,51.539321,0.081053,hammersmith-city,2.0660483698156558
940GZZLUSTM,Stanmore Underground Station,51.619839,-0.303266,940GZZLUCPK,Canons Park Underground Station,51.607701,-0.294693,jubilee,1.4737860339564381
940GZZLUCPK,Canons Park Underground Station,51.607701,-0.294693,940GZZLUQBY,Queensbury Underground Station,51.594188,-0.286219,jubilee,1.612539483039951
940GZZLUQBY,Queensbury Underground Station,51.594188,-0.286219,940GZZLUKBY,Kingsbury Underground Station,51.584845,-0.27879,jubilee,1.1587511965741695
940GZZLUKBY,Kingsbury Underground Station,51.584845,-0.27879,940GZZLUWYP,Wembley Park Underground Station,51.563198,-0.279262,jubilee,2.407257584986165
940GZZLUWYP,Wembley Park Underground Station,51.563198,-0.279262,940GZZLUNDN,Neasden Underground Station,51.553986,-0.249837,jubilee,2.277539673977866
940GZZLUNDN,Neasden Underground Station,51.553986,-0.249837,940GZZLUDOH,Dollis Hill Underground Station,51.551955,-0.239068,jubilee,0.7780646400816363
940GZZLUDOH,Dollis Hill Underground Station,51.551955,-0.239068,940GZZLUWIG,Willesden Green Underground Station,51.549146,-0.221537,jubilee,1.2517533279217747
940GZZLUWIG,Willesden Green Underground Station,51.549146,-0.221537,940GZZLUKBN,Kilburn Underground Station,51.547183,-0.204248,jubilee,1.2152508673305866
940GZZLUKBN,Kilburn Underground Station,51.547183,-0.204248,940GZZLUWHP,West Hampstead Underground Station,51.546638,-0.191059,jubilee,0.9140199648499412
940GZZLUWHP,West Hampstead Underground Station,51.546638,-0.191059,940GZZLUFYR,Finchley Road Underground Station,51.546825,-0.179845,jubilee,0.7757208883300305
940GZZLUFYR,Finchley Road Underground Station,51.546825,-0.179845,940GZZLUSWC,Swiss Cottage Underground Station,51.543681,-0.174894,jubilee,0.4893212396245675
940GZZLUSWC,Swiss Cottage Underground Station,51.543681,-0.174894,940GZZLUSJW,St. John's Wood Underground Station,51.534521,-0.173948,jubilee,1.02064469936897
940GZZLUSJW,St. John's Wood Underground Station,51.534521,-0.173948,940GZZLUBST,Baker Street Underground Station,51.522883,-0.15713,jubilee,1.7401718499720864
940GZZLUBST,Baker Street Underground Station,51.522883,-0.15713,940GZZLUBND,Bond Street Underground Station,51.514304,-0.149723,jubilee,1.0828975894025605
940GZZLUBND,Bond Street Underground Station,51.514304,-0.149723,940GZZLUGPK,Green Park Underground Station,51.506947,-0.142787,jubilee,0.9484856899625901
940GZZLUGPK,Green Park Underground Station,51.506947,-0.142787,940GZZLUWSM,Westminster Underground Station,51.50132,-0.124861,jubilee,1.3895728205662512
940GZZLUWSM,Westminster Underground Station,51.50132,-0.124861,940GZZLUWLO,Waterloo Underground Station,51.503299,-0.11478,jubilee,0.7316527230846367
940GZZLUWLO,Waterloo Underground Station,51.503299,-0.11478,940GZZLUSWK,Southwark Underground Station,51.50427,-0.105331,jubilee,0.6628623762048285
940GZZLUSWK,Southwark Underground Station,51.50427,-0.105331,940GZZLULNB,London Bridge Underground Station,51.505721,-0.088873,jubilee,1.1504753004054964
940GZZLULNB,London Bridge Underground Station,51.505721,-0.088873,940GZZLUBMY,Bermondsey Underground Station,51.49775,-0.063993,jubilee,1.9368413412514636
940GZZLUBMY,Bermondsey Underground Station,51.49775,-0.063993,940GZZLUCWR,Canada Water Underground Station,51.497931,-0.049405,jubilee,1.0100365926505404
940GZZLUCWR,Canada Water Underground Station,51.497931,-0.049405,940GZZLUCYF,Canary Wharf Underground Station,51.503488,-0.018246,jubilee,2.2435751573861413
940GZZLUCYF,Canary Wharf Underground Station,51.503488,-0.018246,940GZZLUNGW,North Greenwich Underground Station,51.50047,0.004287,jubilee,1.5953716844044743
940GZZLUNGW,North Greenwich Underground Station,51.50047,0.004287,940GZZLUCGT,Canning Town Underground Station,51.513584,0.008322,jubilee,1.4847101347850606
940GZZLUCGT,Canning Town Underground Station,51.513584,0.008322,940GZZLUWHM,West Ham Underground Station,51.528136,0.005055,jubilee,1.6338204675180599
940GZZLUWHM,West Ham Underground Station,51.528136,0.005055,940GZZLUSTD,Stratford Underground Station,51.541806,-0.003458,jubilee,1.630096982544122
940GZZLUAMS,Amersham Underground Station,51.674126,-0.607714,940GZZLUCAL,Chalfont & Latimer Underground Station,51.667985,-0.560689,metropolitan,3.313974589258554
940GZZLUCAL,Chalfont & Latimer Underground Station,51.667985,-0.560689,940GZZLUCYD,Chorleywood Underground Station,51.654358,-0.518461,metropolitan,3.2832567472423673
940GZZLUCYD,Chorleywood Underground Station,51.654358,-0.518461,940GZZLURKW,Rickmansworth Underground Station,51.640207,-0.473703,metropolitan,3.4659222285047186
940GZZLURKW,Rickmansworth Underground Station,51.640207,-0.473703,940GZZLUMPK,Moor Park Underground Station,51.629845,-0.432454,metropolitan,3.0711371997018873
940GZZLUMPK,Moor Park Underground Station,51.629845,-0.432454,940GZZLUNOW,Northwood Underground Station,51.611053,-0.423829,metropolitan,2.172758957429014
940GZZLUNOW,Northwood Underground Station,51.611053,-0.423829,940GZZLUNWH,Northwood Hills Underground Station,51.600572,-0.409464,metropolitan,1.5304846531094816
940GZZLUNWH,Northwood Hills Underground Station,51.600572,-0.409464,940GZZLUPNR,Pinner Underground Station,51.592901,-0.381161,metropolitan,2.132964517245971
940GZZLUPNR,Pinner Underground Station,51.592901,-0.381161,940GZZLUNHA,North Harrow Underground Station,51.584872,-0.362408,metropolitan,1.573383106421309
940GZZLUNHA,North Harrow Underground Station,51.584872,-0.362408,940GZZLUHOH,Harrow-on-the-Hill Underground Station,51.579195,-0.337225,metropolitan,1.8510048626776008
940GZZLUHOH,Harrow-on-the-Hill Underground Station,51.579195,-0.337225,940GZZLUNKP,Northwick Park Underground Station,51.578481,-0.318056,metropolitan,1.3269678026326435
940GZZLUNKP,Northwick Park Underground Station,51.578481,-0.318056,940GZZLUPRD,Preston Road Underground Station,51.571972,-0.295107,metropolitan,1.743265012767728
940GZZLUPRD,Preston Road Underground Station,51.571972,-0.295107,940GZZLUWYP,Wembley Park Underground Station,51.563198,-0.279262,metropolitan,1.4667114410277466
940GZZLUFYR,Finchley Road Underground Station,51.546825,-0.179845,940GZZLUBST,Baker Street Underground Station,51.522883,-0.15713,metropolitan,3.091269030323961
940GZZLUBST,Baker Street Underground Station,51.522883,-0.15713,940GZZLUGPS,Great Portland Street Underground Station,51.52384,-0.144262,metropolitan,0.8966095509134202
940GZZLUGPS,Great Portland Street Underground Station,51.52384,-0.144262,940GZZLUESQ,Euston Square Underground Station,51.525604,-0.135829,metropolitan,0.6155097999323507
940GZZLUESQ,Euston Square Underground Station,51.525604,-0.135829,940GZZLUKSX,King's Cross St. Pancras Underground Station,51.530663,-0.123194,metropolitan,1.0394362725275685
940GZZLUKSX,King's Cross St. Pancras Underground Station,51.530663,-0.123194,940GZZLUFCN,Farringdon Underground Station,51.520252,-0.104913,metropolitan,1.7145413120304283
940GZZLUFCN,Farringdon Underground Station,51.520252,-0.104913,940GZZLUBBN,Barbican Underground Station,51.520275,-0.097993,metropolitan,0.47879947386404725
940GZZLUBBN,Barbican Underground Station,51.520275,-0.097993,940GZZLUMGT,Moorgate Underground Station,51.518176,-0.088322,metropolitan,0.7086852017576026
940GZZLUMGT,Moorgate Underground Station,51.518176,-0.088322,940GZZLULVT,Liverpool Street Underground Station,51.517372,-0.083182,metropolitan,0.3667186501476433
940GZZLULVT,Liverpool Street Underground Station,51.517372,-0.083182,940GZZLUALD,Aldgate Underground Station,51.514246,-0.075689,metropolitan,0.6242222419166865
940GZZLUWYP,Wembley Park Underground Station,51.563198,-0.279262,940GZZLUWIG,Willesden Green Underground Station,51.549146,-0.221537,metropolitan,4.285804787918909
940GZZLUWIG,Willesden Green Underground Station,51.549146,-0.221537,940GZZLUFYR,Finchley Road Underground Station,51.546825,-0.179845,metropolitan,2.894429223624437
940GZZLUWYP,Wembley Park Underground Station,51.563198,-0.279262,940GZZLUFYR,Finchley Road Underground Station,51.546825,-0.179845,metropolitan,7.110410046336086
940GZZLUCSM,Chesham Underground Station,51.705208,-0.611247,940GZZLUCAL,Chalfont & Latimer Underground Station,51.667985,-0.560689,metropolitan,5.410981139328276
940GZZLUUXB,Uxbridge Underground Station,51.546565,-0.477949,940GZZLUHGD,Hillingdon Underground Station,51.553715,-0.449828,metropolitan,2.100669251240205
940GZZLUHGD,Hillingdon Underground Station,51.553715,-0.449828,940GZZLUICK,Ickenham Underground Station,51.56177,-0.442225,metropolitan,1.0385115817904038
940GZZLUICK,Ickenham Underground Station,51.56177,-0.442225,940GZZLURSP,Ruislip Underground Station,51.571354,-0.421898,metropolitan,1.7634320580507163
940GZZLURSP,Ruislip Underground Station,51.571354,-0.421898,940GZZLURSM,Ruislip Manor Underground Station,51.573202,-0.412973,metropolitan,0.6501407457196565
940GZZLURSM,Ruislip Manor Underground Station,51.573202,-0.412973,940GZZLUEAE,Eastcote Underground Station,51.576506,-0.397373,metropolitan,1.1389458992067072
940GZZLUEAE,Eastcote Underground Station,51.576506,-0.397373,940GZZLURYL,Rayners Lane Underground Station,51.575147,-0.371127,metropolitan,1.8200204117169858
940GZZLURYL,Rayners Lane Underground Station,51.575147,-0.371127,940GZZLUWHW,West Harrow Underground Station,51.57971,-0.3534,metropolitan,1.3259058327221447
940GZZLUWHW,West Harrow Underground Station,51.57971,-0.3534,940GZZLUHOH,Harrow-on-the-Hill Underground Station,51.579195,-0.337225,metropolitan,1.1191541600212167
940GZZLUWAF,Watford Underground Station,51.657446,-0.417377,940GZZLUCXY,Croxley Underground Station,51.647044,-0.441718,metropolitan,2.0390576257263087
940GZZLUCXY,Croxley Underground Station,51.647044,-0.441718,940GZZLUMPK,Moor Park Underground Station,51.629845,-0.432454,metropolitan,2.0164692203446966
940GZZLUMDN,Morden Underground Station,51.402142,-0.194839,940GZZLUSWN,South Wimbledon Underground Station,51.415309,-0.192005,northern,1.477239497503632
940GZZLUSWN,South Wimbledon Underground Station,51.415309,-0.192005,940GZZLUCSD,Colliers Wood Underground Station,51.41816,-0.178086,northern,1.015965486946572
940GZZLUCSD,Colliers Wood Underground Station,51.41816,-0.178086,940GZZLUTBY,Tooting Broadway Underground Station,51.42763,-0.168374,northern,1.249927265111884
940GZZLUTBY,Tooting Broadway Underground Station,51.42763,-0.168374,940GZZLUTBC,Tooting Bec Underground Station,51.435678,-0.159736,northern,1.076767756757424
940GZZLUTBC,Tooting Bec Underground Station,51.435678,-0.159736,940GZZLUBLM,Balham Underground Station,51.443288,-0.152997,northern,0.966551513900382
940GZZLUBLM,Balham Underground Station,51.443288,-0.152997,940GZZLUCPS,Clapham South Underground Station,51.452654,-0.147582,northern,1.106995536716078
940GZZLUCPS,Clapham South Underground Station,51.452654,-0.147582,940GZZLUCPC,Clapham Common Underground Station,51.461742,-0.138317,northern,1.1971900004257836
940GZZLUCPC,Clapham Common Underground Station,51.461742,-0.138317,940GZZLUCPN,Clapham North Underground Station,51.465135,-0.130016,northern,0.6877771885433375
940GZZLUCPN,Clapham North Underground Station,51.465135,-0.130016,940GZZLUSKW,Stockwell Underground Station,51.472184,-0.122644,northern,0.9354786525885213
940GZZLUSKW,Stockwell Underground Station,51.472184,-0.122644,940GZZLUOVL,Oval Underground Station,51.48185,-0.112439,northern,1.2863568458001369
940GZZLUOVL,Oval Underground Station,51.48185,-0.112439,940GZZLUKNG,Kennington Underground Station,51.488337,-0.105963,northern,0.8493431094924017
940GZZLUKNG,Kennington Underground Station,51.488337,-0.105963,940GZZLUWLO,Waterloo Underground Station,51.503299,-0.11478,northern,1.7721308398362752
940GZZLUWLO,Waterloo Underground Station,51.503299,-0.11478,940GZZLUEMB,Embankment Underground Station,51.507058,-0.122666,northern,0.687472130074269
940GZZLUEMB,Embankment Underground Station,51.507058,-0.122666,940GZZLUCHX,Charing Cross Underground Station,51.50741,-0.127277,northern,0.321516254857118
940GZZLUCHX,Charing Cross Underground Station,51.50741,-0.127277,940GZZLULSQ,Leicester Square Underground Station,51.511386,-0.128426,northern,0.44920514308297993
940GZZLULSQ,Leicester Square Underground Station,51.511386,-0.128426,940GZZLUTCR,Tottenham Court Road Underground Station,51.516426,-0.13041,northern,0.5769941570486717
940GZZLUTCR,Tottenham Court Road Underground Station,51.516426,-0.13041,940GZZLUGDG,Goodge Street Underground Station,51.520599,-0.134361,northern,0.5385604022325169
940GZZLUGDG,Goodge Street Underground Station,51.520599,-0.134361,940GZZLUWRR,Warren Street Underground Station,51.524951,-0.138321,northern,0.5560950960809754
940GZZLUWRR,Warren Street Underground Station,51.524951,-0.138321,940GZZLUEUS,Euston Underground Station,51.527824,-0.131846,northern,0.5501904608690598
940GZZLUEUS,Euston Underground Station,51.527824,-0.131846,940GZZLUMTC,Mornington Crescent Underground Station,51.534679,-0.138789,northern,0.9009268126427701
940GZZLUMTC,Mornington Crescent Underground Station,51.534679,-0.138789,940GZZLUCTN,Camden Town Underground Station,51.539292,-0.14274,northern,0.5811928563548028
940GZZLUCTN,Camden Town Underground Station,51.539292,-0.14274,940GZZLUKSH,Kentish Town Underground Station,51.550312,-0.140733,northern,1.2332028666303967
940GZZLUKSH,Kentish Town Underground Station,51.550312,-0.140733,940GZZLUTFP,Tufnell Park Underground Station,51.556822,-0.138433,northern,0.7411397239468491
940GZZLUTFP,Tufnell Park Underground Station,51.556822,-0.138433,940GZZLUACY,Archway Underground Station,51.565478,-0.134819,northern,0.9943973516958788
940GZZLUACY,Archway Underground Station,51.565478,-0.134819,940GZZLUHGT,Highgate Underground Station,51.577532,-0.145857,northern,1.5422291109133832
940GZZLUHGT,Highgate Underground Station,51.577532,-0.145857,940GZZLUEFY,East Finchley Underground Station,51.587131,-0.165012,northern,1.7002842645238312
940GZZLUEFY,East Finchley Underground Station,51.587131,-0.165012,940GZZLUFYC,Finchley Central Underground Station,51.600921,-0.192527,northern,2.4420875781751628
940GZZLUFYC,Finchley Central Underground Station,51.600921,-0.192527,940GZZLUWFN,West Finchley Underground Station,51.609426,-0.188362,northern,0.9884877846791795
940GZZLUWFN,West Finchley Underground Station,51.609426,-0.188362,940GZZLUWOP,Woodside Park Underground Station,51.618014,-0.18542,northern,0.9763090486472327
940GZZLUWOP,Woodside Park Underground Station,51.618014,-0.18542,940GZZLUTAW,Totteridge & Whetstone Underground Station,51.630597,-0.17921,northern,1.46336469416794
940GZZLUTAW,Totteridge & Whetstone Underground Station,51.630597,-0.17921,940GZZLUHBT,High Barnet Underground Station,51.650541,-0.194298,northern,2.4499205467383525
940GZZLUKNG,Kennington Underground Station,51.488337,-0.105963,940GZZLUEAC,Elephant & Castle Underground Station,51.494536,-0.100606,northern,0.7827423421489718
940GZZLUEAC,Elephant & Castle Underground Station,51.494536,-0.100606,940GZZLUBOR,Borough Underground Station,51.501199,-0.09337,northern,0.8943289212351058
940GZZLUBOR,Borough Underground Station,51.501199,-0.09337,940GZZLULNB,London Bridge Underground Station,51.505721,-0.088873,northern,0.5913668291411308
940GZZLULNB,London Bridge Underground Station,51.505721,-0.088873,940GZZLUBNK,Bank Underground Station,51.513335,-0.088712,northern,0.8467114864249053
940GZZLUBNK,Bank Underground Station,51.513335,-0.088712,940GZZLUMGT,Moorgate Underground Station,51.518176,-0.088322,northern,0.538970684336442
940GZZLUMGT,Moorgate Underground Station,51.518176,-0.088322,940GZZLUODS,Old Street Underground Station,51.525864,-0.08777,northern,0.8557192690619092
940GZZLUODS,Old Street Underground Station,51.525864,-0.08777,940GZZLUAGL,Angel Underground Station,51.531788,-0.105919,northern,1.4178008861935054
940GZZLUAGL,Angel Underground Station,51.531788,-0.105919,940GZZLUKSX,King's Cross St. Pancras Underground Station,51.530663,-0.123194,northern,1.201494023339257
940GZZLUKSX,King's Cross St. Pancras Underground Station,51.530663,-0.123194,940GZZLUEUS,Euston Underground Station,51.527824,-0.131846,northern,0.6766616272939496
940GZZLUEUS,Euston Underground Station,51.527824,-0.131846,940GZZLUCTN,Camden Town Underground Station,51.539292,-0.14274,northern,1.4811832551055009
940GZZLUCTN,Camden Town Underground Station,51.539292,-0.14274,940GZZLUCFM,Chalk Farm Underground Station,51.544118,-0.153388,northern,0.911170093269988
940GZZLUCFM,Chalk Farm Underground Station,51.544118,-0.153388,940GZZLUBZP,Belsize Park Underground Station,51.550311,-0.164648,northern,1.0394481554272978
940GZZLUBZP,Belsize Park Underground Station,51.550311,-0.164648,940GZZLUHTD,Hampstead Underground Station,51.556239,-0.177464,northern,1.104380293193224
940GZZLUHTD,Hampstead Underground Station,51.556239,-0.177464,940GZZLUGGN,Golders Green Underground Station,51.572259,-0.194039,northern,2.1179791852081133
940GZZLUGGN,Golders Green Underground Station,51.572259,-0.194039,940GZZLUBTX,Brent Cross Underground Station,51.57665,-0.213622,northern,1.4387124977934658
940GZZLUBTX,Brent Cross Underground Station,51.57665,-0.213622,940GZZLUHCL,Hendon Central Underground Station,51.583301,-0.226424,northern,1.1530266382003926
940GZZLUHCL,Hendon Central Underground Station,51.583301,-0.226424,940GZZLUCND,Colindale Underground Station,51.595424,-0.249919,northern,2.1099156395668808
940GZZLUCND,Colindale Underground Station,51.595424,-0.249919,940GZZLUBTK,Burnt Oak Underground Station,51.602774,-0.264048,northern,1.2729133097131553
940GZZLUBTK,Burnt Oak Underground Station,51.602774,-0.264048,940GZZLUEGW,Edgware Underground Station,51.613653,-0.274928,northern,1.4240240313083448
940GZZLUFYC,Finchley Central Underground Station,51.600921,-0.192527,940GZZLUMHL,Mill Hill East Underground Station,51.608229,-0.209986,northern,1.4540152788731426
940GZZBPSUST,Battersea Power Station Underground Station,51.479932,-0.142142,940GZZNEUGST,Nine Elms Underground Station,51.479912,-0.128476,northern,0.9463862309649114
940GZZNEUGST,Nine Elms Underground Station,51.479912,-0.128476,940GZZLUKNG,Kennington Underground Station,51.488337,-0.105963,northern,1.8187373971807912
940GZZLUUXB,Uxbridge Underground Station,51.546565,-0.477949,940GZZLUHGD,Hillingdon Underground Station,51.553715,-0.449828,piccadilly,2.100669251240205
940GZZLUHGD,Hillingdon Underground Station,51.553715,-0.449828,940GZZLUICK,Ickenham Underground Station,51.56177,-0.442225,piccadilly,1.0385115817904038
940GZZLUICK,Ickenham Underground Station,51.56177,-0.442225,940GZZLURSP,Ruislip Underground Station,51.571354,-0.421898,piccadilly,1.7634320580507163
940GZZLURSP,Ruislip Underground Station,51.571354,-0.421898,940GZZLURSM,Ruislip Manor Underground Station,51.573202,-0.412973,piccadilly,0.6501407457196565
940GZZLURSM,Ruislip Manor Underground Station,51.573202,-0.412973,940GZZLUEAE,Eastcote Underground Station,51.576506,-0.397373,piccadilly,1.1389458992067072
940GZZLUEAE,Eastcote Underground Station,51.576506,-0.397373,940GZZLURYL,Rayners Lane Underground Station,51.575147,-0.371127,piccadilly,1.8200204117169858
940GZZLURYL,Rayners Lane Underground Station,51.575147,-0.371127,940GZZLUSHH,South Harrow Underground Station,51.564888,-0.352492,piccadilly,1.7204938499749916
940GZZLUSHH,South Harrow Underground Station,51.564888,-0.352492,940GZZLUSUH,Sudbury Hill Underground Station,51.556946,-0.336435,piccadilly,1.4184337103526314
940GZZLUSUH,Sudbury Hill Underground Station,51.556946,-0.336435,940GZZLUSUT,Sudbury Town Underground Station,51.550815,-0.315745,piccadilly,1.5846231637714814
