station_from_id,station_from_name,station_from_lat,station_from_lon,station_to_id,station_to_name,station_to_lat,station_to_lon,line,edge_distance_km
940GZZLUSUT,Sudbury Town Underground Station,51.550815,-0.315745,940GZZLUALP,Alperton Underground Station,51.540627,-0.29961,piccadilly,1.590050095788334
940GZZLUALP,Alperton Underground Station,51.540627,-0.29961,940GZZLUPKR,Park Royal Underground Station,51.527123,-0.284341,piccadilly,1.8358012791584206
940GZZLUPKR,Park Royal Underground Station,51.527123,-0.284341,940GZZLUNEN,North Ealing Underground Station,51.517505,-0.288868,piccadilly,1.114392699725534
940GZZLUNEN,North Ealing Underground Station,51.517505,-0.288868,940GZZLUECM,Ealing Common Underground Station,51.51014,-0.288265,piccadilly,0.8200129927176901
940GZZLUECM,Ealing Common Underground Station,51.51014,-0.288265,940GZZLUACT,Acton Town Underground Station,51.503057,-0.280462,piccadilly,0.9549643076089174
940GZZLUACT,Acton Town Underground Station,51.503057,-0.280462,940GZZLUTNG,Turnham Green Underground Station,51.495148,-0.254555,piccadilly,1.997360352542521
940GZZLUTNG,Turnham Green Underground Station,51.495148,-0.254555,940GZZLUHSD,Hammersmith (Dist&Picc Line) Underground Station,51.4923,-0.22362,piccadilly,2.1649174479807534
940GZZLUHSD,Hammersmith (Dist&Picc Line) Underground Station,51.4923,-0.22362,940GZZLUBSC,Barons Court Underground Station,51.490311,-0.213427,piccadilly,0.7395441588636787
940GZZLUBSC,Barons Court Underground Station,51.490311,-0.213427,940GZZLUECT,Earl's Court Underground Station,51.492063,-0.193378,piccadilly,1.4016737605567289
940GZZLUECT,Earl's Court Underground Station,51.492063,-0.193378,940GZZLUGTR,Gloucester Road Underground Station,51.494316,-0.182658,piccadilly,0.7832971216365525
940GZZLUGTR,Gloucester Road Underground Station,51.494316,-0.182658,940GZZLUSKS,South Kensington Underground Station,51.494094,-0.174138,piccadilly,0.5903497139215862
940GZZLUSKS,South Kensington Underground Station,51.494094,-0.174138,940GZZLUKNB,Knightsbridge Underground Station,51.501669,-0.160508,piccadilly,1.2647923740398468
940GZZLUKNB,Knightsbridge Underground Station,51.501669,-0.160508,940GZZLUHPC,Hyde Park Corner Underground Station,51.503035,-0.152441,piccadilly,0.5786634104917159
940GZZLUHPC,Hyde Park Corner Underground Station,51.503035,-0.152441,940GZZLUGPK,Green Park Underground Station,51.506947,-0.142787,piccadilly,0.7972994492360563
940GZZLUGPK,Green Park Underground Station,51.506947,-0.142787,940GZZLUPCC,Piccadilly Circus Underground Station,51.51005,-0.133798,piccadilly,0.7113845295372424
940GZZLUPCC,Piccadilly Circus Underground Station,51.51005,-0.133798,940GZZLULSQ,Leicester Square Underground Station,51.511386,-0.128426,piccadilly,0.4003475432878669
940GZZLULSQ,Leicester Square Underground Station,51.511386,-0.128426,940GZZLUCGN,Covent Garden Underground Station,51.513093,-0.124436,piccadilly,0.3350634316339161
940GZZLUCGN,Covent Garden Underground Station,51.513093,-0.124436,940GZZLUHBN,Holborn Underground Station,51.51758,-0.120475,piccadilly,0.5692610186703773
940GZZLUHBN,Holborn Underground Station,51.51758,-0.120475,940GZZLURSQ,Russell Square Underground Station,51.523073,-0.124285,piccadilly,0.66525217239091
940GZZLURSQ,Russell Square Underground Station,51.523073,-0.124285,940GZZLUKSX,King's Cross St. Pancras Underground Station,51.530663,-0.123194,piccadilly,0.8473375841256728
940GZZLUKSX,King's Cross St. Pancras Underground Station,51.530663,-0.123194,940GZZLUCAR,Caledonian Road Underground Station,51.548519,-0.118493,piccadilly,2.011939744244626
940GZZLUCAR,Caledonian Road Underground Station,51.548519,-0.118493,940GZZLUHWY,Holloway Road Underground Station,51.552697,-0.113244,piccadilly,0.5895329259091088
940GZZLUHWY,Holloway Road Underground Station,51.552697,-0.113244,940GZZLUASL,Arsenal Underground Station,51.558655,-0.107457,piccadilly,0.7739359612622798
940GZZLUASL,Arsenal Underground Station,51.558655,-0.107457,940GZZLUFPK,Finsbury Park Underground Station,51.564158,-0.106825,piccadilly,0.6134633129233977
940GZZLUFPK,Finsbury Park Underground Station,51.564158,-0.106825,940GZZLUMRH,Manor House Underground Station,51.570738,-0.096118,piccadilly,1.0406721751129302
940GZZLUMRH,Manor House Underground Station,51.570738,-0.096118,940GZZLUTPN,Turnpike Lane Underground Station,51.590272,-0.102953,piccadilly,2.2228343787680864
940GZZLUTPN,Turnpike Lane Underground Station,51.590272,-0.102953,940GZZLUWOG,Wood Green Underground Station,51.597479,-0.109886,piccadilly,0.9335811308225113
940GZZLUWOG,Wood Green Underground Station,51.597479,-0.109886,940GZZLUBDS,Bounds Green Underground Station,51.607034,-0.124235,piccadilly,1.452909757920127
940GZZLUBDS,Bounds Green Underground Station,51.607034,-0.124235,940GZZLUASG,Arnos Grove Underground Station,51.616446,-0.133062,piccadilly,1.2111168488494752
940GZZLUASG,Arnos Grove Underground Station,51.616446,-0.133062,940GZZLUSGT,Southgate Underground Station,51.632315,-0.127816,piccadilly,1.801329847034176
940GZZLUSGT,Southgate Underground Station,51.632315,-0.127816,940GZZLUOAK,Oakwood Underground Station,51.647726,-0.132182,piccadilly,1.739909378213289
940GZZLUOAK,Oakwood Underground Station,51.647726,-0.132182,940GZZLUCKS,Cockfosters Underground Station,51.65152,-0.149171,piccadilly,1.2457314196317826
940GZZLUHR4,Heathrow Terminal 4 Underground Station,51.458524,-0.445771,940GZZLUHRC,Heathrow Terminals 2 & 3 Underground Station,51.471235,-0.452265,piccadilly,1.4832644992666781
940GZZLUHRC,Heathrow Terminals 2 & 3 Underground Station,51.471235,-0.452265,940GZZLUHNX,Hatton Cross Underground Station,51.466747,-0.423191,piccadilly,2.0747954613363966
940GZZLUHNX,Hatton Cross Underground Station,51.466747,-0.423191,940GZZLUHWT,Hounslow West Underground Station,51.473469,-0.386544,piccadilly,2.646145914405318
940GZZLUHWT,Hounslow West Underground Station,51.473469,-0.386544,940GZZLUHWC,Hounslow Central Underground Station,51.471295,-0.366578,piccadilly,1.4038628321049778
940GZZLUHWC,Hounslow Central Underground Station,51.471295,-0.366578,940GZZLUHWE,Hounslow East Underground Station,51.473213,-0.356474,piccadilly,0.7316050762801721
940GZZLUHWE,Hounslow East Underground Station,51.473213,-0.356474,940GZZLUOSY,Osterley Underground Station,51.481274,-0.352224,piccadilly,0.9434309451948409
940GZZLUOSY,Osterley Underground Station,51.481274,-0.352224,940GZZLUBOS,Boston Manor Underground Station,51.495635,-0.324939,piccadilly,2.4736443126117544
940GZZLUBOS,Boston Manor Underground Station,51.495635,-0.324939,940GZZLUNFD,Northfields Underground Station,51.499319,-0.314719,piccadilly,0.8175107308669239
940GZZLUNFD,Northfields Underground Station,51.499319,-0.314719,940GZZLUSEA,South Ealing Underground Station,51.501003,-0.307424,piccadilly,0.5385624979694577
940GZZLUSEA,South Ealing Underground Station,51.501003,-0.307424,940GZZLUACT,Acton Town Underground Station,51.503057,-0.280462,piccadilly,1.8801629101953288
940GZZLUHR5,Heathrow Terminal 5 Underground Station,51.470052,-0.49056,940GZZLUHRC,Heathrow Terminals 2 & 3 Underground Station,51.471235,-0.452265,piccadilly,2.6557647316196356
940GZZLUHNX,Hatton Cross Underground Station,51.466747,-0.423191,940GZZLUHR4,Heathrow Terminal 4 Underground Station,51.458524,-0.445771,piccadilly,1.8119095736494035
940GZZLUBXN,Brixton Underground Station,51.462618,-0.114888,940GZZLUSKW,Stockwell Underground Station,51.472184,-0.122644,victoria,1.191672720550592
940GZZLUSKW,Stockwell Underground Station,51.472184,-0.122644,940GZZLUVXL,Vauxhall Underground Station,51.485743,-0.124204,victoria,1.5115576379540647
940GZZLUVXL,Vauxhall Underground Station,51.485743,-0.124204,940GZZLUPCO,Pimlico Underground Station,51.489097,-0.133761,victoria,0.7595833495692303
940GZZLUPCO,Pimlico Underground Station,51.489097,-0.133761,940GZZLUVIC,Victoria Underground Station,51.496359,-0.143102,victoria,1.0345348166639887
940GZZLUVIC,Victoria Underground Station,51.496359,-0.143102,940GZZLUGPK,Green Park Underground Station,51.506947,-0.142787,victoria,1.177533762961628
940GZZLUGPK,Green Park Underground Station,51.506947,-0.142787,940GZZLUOXC,Oxford Circus Underground Station,51.515224,-0.141903,victoria,0.9223913401974967
940GZZLUOXC,Oxford Circus Underground Station,51.515224,-0.141903,940GZZLUWRR,Warren Street Underground Station,51.524951,-0.138321,victoria,1.1096248966879194
940GZZLUWRR,Warren Street Underground Station,51.524951,-0.138321,940GZZLUEUS,Euston Underground Station,51.527824,-0.131846,victoria,0.5501904608690598
940GZZLUEUS,Euston Underground Station,51.527824,-0.131846,940GZZLUKSX,King's Cross St. Pancras Underground Station,51.530663,-0.123194,victoria,0.6766616272939496
940GZZLUKSX,King's Cross St. Pancras Underground Station,51.530663,-0.123194,940GZZLUHAI,Highbury & Islington Underground Station,51.54635,-0.103324,victoria,2.2206288660056015
940GZZLUHAI,Highbury & Islington Underground Station,51.54635,-0.103324,940GZZLUFPK,Finsbury Park Underground Station,51.564158,-0.106825,victoria,1.9948978394876977
940GZZLUFPK,Finsbury Park Underground Station,51.564158,-0.106825,940GZZLUSVS,Seven Sisters Underground Station,51.58333,-0.072584,victoria,3.1850062458147526
940GZZLUSVS,Seven Sisters Underground Station,51.58333,-0.072584,940GZZLUTMH,Tottenham Hale Underground Station,51.588108,-0.060241,victoria,1.0047401092211716
940GZZLUTMH,Tottenham Hale Underground Station,51.588108,-0.060241,940GZZLUBLR,Blackhorse Road Underground Station,51.586919,-0.04115,victoria,1.325558718235624
940GZZLUBLR,Blackhorse Road Underground Station,51.586919,-0.04115,940GZZLUWWL,Walthamstow Central Underground Station,51.582965,-0.019885,victoria,1.5336025087502456
940GZZLUWLO,Waterloo Underground Station,51.503299,-0.11478,940GZZLUBNK,Bank Underground Station,51.513335,-0.088712,waterloo-city,2.121358501485215
910GSHENFLD,Shenfield Rail Station,51.630877,0.329851,910GBRTWOOD,Brentwood Rail Station,51.613605,0.299586,elizabeth,2.837932512569573
910GBRTWOOD,Brentwood Rail Station,51.613605,0.299586,910GHRLDWOD,Harold Wood Rail Station,51.592766,0.233129,elizabeth,5.14152583883969
910GHRLDWOD,Harold Wood Rail Station,51.592766,0.233129,910GGIDEAPK,Gidea Park Rail Station,51.581904,0.205964,elizabeth,2.231824175579921
910GGIDEAPK,Gidea Park Rail Station,51.581904,0.205964,910GROMFORD,Romford Rail Station,51.574829,0.183237,elizabeth,1.7564936960156088
910GROMFORD,Romford Rail Station,51.574829,0.183237,910GCHDWLHT,Chadwell Heath Rail Station,51.568039,0.128958,elizabeth,3.8265507722967373
910GCHDWLHT,Chadwell Heath Rail Station,51.568039,0.128958,910GGODMAYS,Goodmayes Rail Station,51.565579,0.110807,elizabeth,1.284052193057345
910GGODMAYS,Goodmayes Rail Station,51.565579,0.110807,910GSVNKNGS,Seven Kings Rail Station,51.564026,0.0971,elizabeth,0.9630637867091005
910GSVNKNGS,Seven Kings Rail Station,51.564026,0.0971,910GILFORD,Ilford Rail Station,51.559118,0.06968,elizabeth,1.9724618154073312
910GILFORD,Ilford Rail Station,51.559118,0.06968,910GMANRPK,Manor Park Rail Station,51.552477,0.046342,elizabeth,1.7744429068183356
910GMANRPK,Manor Park Rail Station,51.552477,0.046342,910GFRSTGT,Forest Gate Rail Station,51.549432,0.024353,elizabeth,1.5576320031768436
910GFRSTGT,Forest Gate Rail Station,51.549432,0.024353,910GMRYLAND,Maryland Rail Station,51.546081,0.005815,elizabeth,1.3349219499803742
910GMRYLAND,Maryland Rail Station,51.546081,0.005815,910GSTFD,Stratford (London) Rail Station,51.541895,-0.003397,elizabeth,0.7889734042487205
910GSTFD,Stratford (London) Rail Station,51.541895,-0.003397,910GWCHAPXR,Whitechapel,51.519632,-0.059837,elizabeth,4.622852924632527
910GWCHAPXR,Whitechapel,51.519632,-0.059837,910GLIVSTLL,Liverpool Street,51.517721,-0.082043,elizabeth,1.5511039686764205
910GLIVSTLL,Liverpool Street,51.517721,-0.082043,910GFRNDXR,Farringdon,51.520189,-0.104915,elizabeth,1.6061700390906384
910GFRNDXR,Farringdon,51.520189,-0.104915,910GTOTCTRD,Tottenham Court Road,51.515698,-0.13044,elizabeth,1.8353981775278534
910GTOTCTRD,Tottenham Court Road,51.515698,-0.13044,910GBONDST,Bond Street,51.513895,-0.147246,elizabeth,1.180096141946105
910GBONDST,Bond Street,51.513895,-0.147246,910GPADTLL,Paddington,51.516451,-0.177107,elizabeth,2.085759039567521
910GPADTLL,Paddington,51.516451,-0.177107,910GACTONML,Acton Main Line Rail Station,51.51718,-0.266756,elizabeth,6.203785200570017
910GACTONML,Acton Main Line Rail Station,51.51718,-0.266756,910GEALINGB,Ealing Broadway Rail Station,51.514841,-0.301752,elizabeth,2.4355152797740205
910GEALINGB,Ealing Broadway Rail Station,51.514841,-0.301752,910GWEALING,West Ealing Rail Station,51.513506,-0.320133,elizabeth,1.2805787331348786
910GWEALING,West Ealing Rail Station,51.513506,-0.320133,910GHANWELL,Hanwell Rail Station,51.511835,-0.338583,elizabeth,1.2902119186851997
910GHANWELL,Hanwell Rail Station,51.511835,-0.338583,910GSTHALL,Southall Rail Station,51.505957,-0.37861,elizabeth,2.8462099990005254
910GSTHALL,Southall Rail Station,51.505957,-0.37861,910GHAYESAH,Hayes & Harlington Rail Station,51.503096,-0.420683,elizabeth,2.929349204887168
910GHAYESAH,Hayes & Harlington Rail Station,51.503096,-0.420683,910GHTRWAPT,Heathrow Terminals 2 & 3 Rail Station,51.47098,-0.45803,elizabeth,4.409076344042372
910GHTRWAPT,Heathrow Terminals 2 & 3 Rail Station,51.47098,-0.45803,910GHTRWTM4,Heathrow Terminal 4 Rail Station,51.458268,-0.445463,elizabeth,1.6600903867356347
910GHTRWAPT,Heathrow Terminals 2 & 3 Rail Station,51.47098,-0.45803,910GHTRWTM5,Heathrow Terminal 5 Rail Station,51.470053,-0.490589,elizabeth,2.257561375400274
910GHAYESAH,Hayes & Harlington Rail Station,51.503096,-0.420683,910GWDRYTON,West Drayton Rail Station,51.510055,-0.472234,elizabeth,3.6508173696989576
910GWDRYTON,West Drayton Rail Station,51.510055,-0.472234,910GIVER,Iver Rail Station,51.508503,-0.506726,elizabeth,2.3932963389321245
910GIVER,Iver Rail Station,51.508503,-0.506726,910GLANGLEY,Langley (Berks) Rail Station,51.508062,-0.541756,elizabeth,2.424848208755562
910GLANGLEY,Langley (Berks) Rail Station,51.508062,-0.541756,910GSLOUGH,Slough Rail Station,51.51188,-0.59151,elizabeth,3.4693153516248376
910GSLOUGH,Slough Rail Station,51.51188,-0.59151,910GBNHAM,Burnham (Berks) Rail Station,51.523506,-0.646374,elizabeth,4.010314837888024
910GBNHAM,Burnham (Berks) Rail Station,51.523506,-0.646374,910GTAPLOW,Taplow Rail Station,51.523562,-0.68137,elizabeth,2.421196430486306
910GTAPLOW,Taplow Rail Station,51.523562,-0.68137,910GMDNHEAD,Maidenhead Rail Station,51.518669,-0.72266,elizabeth,2.9081371133301803
910GMDNHEAD,Maidenhead Rail Station,51.518669,-0.72266,910GTWYFORD,Twyford Rail Station,51.475534,-0.863293,elizabeth,10.852715105334012
910GTWYFORD,Twyford Rail Station,51.475534,-0.863293,910GRDNGSTN,Reading Rail Station,51.458786,-0.971863,elizabeth,7.747822576695074
910GABWDXR,Abbey Wood,51.491284,0.121087,910GWOLWXR,Woolwich,51.492168,0.070593,elizabeth,3.4972344919361933
910GWOLWXR,Woolwich,51.492168,0.070593,9100CSTMHSXR,Custom House Station,51.50986,0.026677,elizabeth,3.6208576653594986
9100CSTMHSXR,Custom House Station,51.50986,0.026677,910GCANWHRF,Canary Wharf,51.506203,-0.018834,elizabeth,3.175878224778684
910GCANWHRF,Canary Wharf,51.506203,-0.018834,910GWCHAPXR,Whitechapel,51.519632,-0.059837,elizabeth,3.206374056120658
910GSTFD,Stratford (London) Rail Station,51.541895,-0.003397,910GLIVSTLL,Liverpool Street,51.517721,-0.082043,elizabeth,6.068188069802977
940GZZDLTWG,Tower Gateway DLR Station,51.510617,-0.074818,940GZZDLSHA,Shadwell DLR Station,51.511693,-0.056643,dlr,1.2634519085850233
940GZZDLSHA,Shadwell DLR Station,51.511693,-0.056643,940GZZDLLIM,Limehouse DLR Station,51.512393,-0.039809,dlr,1.1675468765177122
940GZZDLLIM,Limehouse DLR Station,51.512393,-0.039809,940GZZDLWFE,Westferry DLR Station,51.509431,-0.02675,dlr,0.9618794745284349
940GZZDLWFE,Westferry DLR Station,51.509431,-0.02675,940GZZDLPOP,Poplar DLR Station,51.507744,-0.017384,dlr,0.674794392862672
940GZZDLPOP,Poplar DLR Station,51.507744,-0.017384,940GZZDLBLA,Blackwall DLR Station,51.507991,-0.006969,dlr,0.7213297958765917
940GZZDLBLA,Blackwall DLR Station,51.507991,-0.006969,940GZZDLEIN,East India DLR Station,51.509359,-0.002326,dlr,0.3555158108230738
940GZZDLEIN,East India DLR Station,51.509359,-0.002326,940GZZDLCGT,Canning Town DLR Station,51.514127,0.008101,dlr,0.8954104019542218
940GZZDLCGT,Canning Town DLR Station,51.514127,0.008101,940GZZDLRVC,Royal Victoria DLR Station,51.509336,0.018497,dlr,0.8952022481953594
940GZZDLRVC,Royal Victoria DLR Station,51.509336,0.018497,940GZZDLCUS,Custom House (for ExCel) DLR Station,51.509716,0.026699,dlr,0.5691981317305602
940GZZDLCUS,Custom House (for ExCel) DLR Station,51.509716,0.026699,940GZZDLPRE,Prince Regent DLR Station,51.509263,0.034158,dlr,0.5186597481938593
940GZZDLPRE,Prince Regent DLR Station,51.509263,0.034158,940GZZDLRAL,Royal Albert DLR Station,51.508357,0.045935,dlr,0.8212542997498885
940GZZDLRAL,Royal Albert DLR Station,51.508357,0.045935,940GZZDLBPK,Beckton Park DLR Station,51.508793,0.054932,dlr,0.6245439208076561
940GZZDLBPK,Beckton Park DLR Station,51.508793,0.054932,940GZZDLCYP,Cyprus DLR Station,51.508473,0.063925,dlr,0.6233980730091727
940GZZDLCYP,Cyprus DLR Station,51.508473,0.063925,940GZZDLGAL,Gallions Reach DLR Station,51.508941,0.071555,dlr,0.5306092985928546
940GZZDLGAL,Gallions Reach DLR Station,51.508941,0.071555,940GZZDLBEC,Beckton DLR Station,51.514362,0.061453,dlr,0.9230789754404105
940GZZDLWFE,Westferry DLR Station,51.509431,-0.02675,940GZZDLCAN,Canary Wharf DLR Station,51.504838,-0.020997,dlr,0.6475854907824381
940GZZDLCAN,Canary Wharf DLR Station,51.504838,-0.020997,940GZZDLHEQ,Heron Quays DLR Station,51.503379,-0.021421,dlr,0.1648663459691143
940GZZDLHEQ,Heron Quays DLR Station,51.503379,-0.021421,940GZZDLSOQ,South Quay DLR Station,51.50005,-0.015975,dlr,0.5283213948638051
940GZZDLSOQ,South Quay DLR Station,51.50005,-0.015975,940GZZDLCLA,Crossharbour DLR Station,51.495728,-0.014606,dlr,0.4898390144312122
940GZZDLCLA,Crossharbour DLR Station,51.495728,-0.014606,940GZZDLMUD,Mudchute DLR Station,51.490704,-0.014738,dlr,0.5587180513715109
940GZZDLMUD,Mudchute DLR Station,51.490704,-0.014738,940GZZDLISL,Island Gardens DLR Station,51.487811,-0.010139,dlr,0.45262981940226427
940GZZDLISL,Island Gardens DLR Station,51.487811,-0.010139,940GZZDLCUT,Cutty Sark (for Maritime Greenwich) DLR Station,51.481671,-0.01081,dlr,0.6843159856552369
940GZZDLCUT,Cutty Sark (for Maritime Greenwich) DLR Station,51.481671,-0.01081,940GZZDLGRE,Greenwich DLR Station,51.478087,-0.013673,dlr,0.4451174656975328
940GZZDLGRE,Greenwich DLR Station,51.478087,-0.013673,940GZZDLDEP,Deptford Bridge DLR Station,51.474215,-0.022438,dlr,0.744218931136825
940GZZDLDEP,Deptford Bridge DLR Station,51.474215,-0.022438,940GZZDLELV,Elverson Road DLR Station,51.469074,-0.016728,dlr,0.6951283183028625
940GZZDLELV,Elverson Road DLR Station,51.469074,-0.016728,940GZZDLLEW,Lewisham DLR Station,51.464665,-0.012874,dlr,0.5582347924003198
940GZZDLBNK,Bank DLR Station,51.513233,-0.088515,940GZZDLSHA,Shadwell DLR Station,51.511693,-0.056643,dlr,2.2122289036862646
940GZZDLCGT,Canning Town DLR Station,51.514127,0.008101,940GZZDLWSV,West Silvertown DLR Station,51.502838,0.02246,dlr,1.6010212808694417
940GZZDLWSV,West Silvertown DLR Station,51.502838,0.02246,940GZZDLPDK,Pontoon Dock DLR Station,51.502212,0.032115,dlr,0.6719019729079801
940GZZDLPDK,Pontoon Dock DLR Station,51.502212,0.032115,940GZZDLLCA,London City Airport DLR Station,51.503416,0.048739,dlr,1.1584122718366148
940GZZDLLCA,London City Airport DLR Station,51.503416,0.048739,940GZZDLKGV,King George V DLR Station,51.502003,0.062624,dlr,0.9738274830619242
940GZZDLKGV,King George V DLR Station,51.502003,0.062624,940GZZDLWLA,Woolwich Arsenal DLR Station,51.490009,0.069127,dlr,1.4076018763360287
940GZZDLSIT,Stratford International DLR Station,51.545265,-0.009638,940GZZDLSTD,Stratford DLR Station,51.541758,-0.003287,dlr,0.5873375124848655
940GZZDLSTD,Stratford DLR Station,51.541758,-0.003287,940GZZDLSHS,Stratford High Street DLR Station,51.538196,-0.001078,dlr,0.42451891417693527
940GZZDLSHS,Stratford High Street DLR Station,51.538196,-0.001078,940GZZDLABR,Abbey Road DLR Station,51.531926,0.003737,dlr,0.7726529959439864
940GZZDLABR,Abbey Road DLR Station,51.531926,0.003737,940GZZDLWHM,West Ham DLR Station,51.527894,0.004482,dlr,0.4512901611627004
940GZZDLWHM,West Ham DLR Station,51.527894,0.004482,940GZZDLSTL,Star Lane DLR Station,51.520786,0.004156,dlr,0.7906952670070376
940GZZDLSTL,Star Lane DLR Station,51.520786,0.004156,940GZZDLCGT,Canning Town DLR Station,51.514127,0.008101,dlr,0.7891606194354133
940GZZDLSTD,Stratford DLR Station,51.541758,-0.003287,940GZZDLPUD,Pudding Mill Lane DLR Station,51.534302,-0.012755,dlr,1.0564854318943435
940GZZDLPUD,Pudding Mill Lane DLR Station,51.534302,-0.012755,940GZZDLBOW,Bow Church DLR Station,51.527858,-0.020936,dlr,0.9130606597223214
940GZZDLBOW,Bow Church DLR Station,51.527858,-0.020936,940GZZDLDEV,Devons Road DLR Station,51.522667,-0.017615,dlr,0.6212579720626922
940GZZDLDEV,Devons Road DLR Station,51.522667,-0.017615,940GZZDLLDP,Langdon Park DLR Station,51.515172,-0.01415,dlr,0.8672054356284008
940GZZDLLDP,Langdon Park DLR Station,51.515172,-0.01415,940GZZDLALL,All Saints DLR Station,51.511,-0.013135,dlr,0.4691924202002474
940GZZDLALL,All Saints DLR Station,51.511,-0.013135,940GZZDLPOP,Poplar DLR Station,51.507744,-0.017384,dlr,0.4664229673146829
940GZZDLPOP,Poplar DLR Station,51.507744,-0.017384,940GZZDLWIQ,West India Quay DLR Station,51.50703,-0.020311,dlr,0.21757779923991896
940GZZDLWIQ,West India Quay DLR Station,51.50703,-0.020311,940GZZDLCAN,Canary Wharf DLR Station,51.504838,-0.020997,dlr,0.2483205534611812
940GZZDLWIQ,West India Quay DLR Station,51.50703,-0.020311,940GZZDLWFE,Westferry DLR Station,51.509431,-0.02675,dlr,0.5194843476497233
940GZZLUBNK,Bank Underground Station,51.513335,-0.088712,940GZZDLBNK,Bank DLR Station,51.513233,-0.088515,interchange,0.017733645827928853
940GZZLUBNK,Bank Underground Station,51.513335,-0.088712,940GZZLUMMT,Monument Underground Station,51.5107,-0.085969,interchange,0.3491138312048969
940GZZDLBNK,Bank DLR Station,51.513233,-0.088515,940GZZLUMMT,Monument Underground Station,51.5107,-0.085969,interchange,0.3322244742934176
940GZZLUCGT,Canning Town Underground Station,51.513584,0.008322,940GZZDLCGT,Canning Town DLR Station,51.514127,0.008101,interchange,0.062285495998904414
940GZZLUEBY,Ealing Broadway Underground Station,51.515017,-0.301457,910GEALINGB,Ealing Broadway Rail Station,51.514841,-0.301752,interchange,0.028278998012119118
940GZZLUHR5,Heathrow Terminal 5 Underground Station,51.470052,-0.49056,910GHTRWTM5,Heathrow Terminal 5 Rail Station,51.470053,-0.490589,interchange,0.002011787716104939
940GZZLUHRC,Heathrow Terminals 2 & 3 Underground Station,51.471235,-0.452265,910GHTRWAPT,Heathrow Terminals 2 & 3 Rail Station,51.47098,-0.45803,interchange,0.4003143979836955
940GZZLULVT,Liverpool Street Underground Station,51.517372,-0.083182,910GLIVSTLL,Liverpool Street,51.517721,-0.082043,interchange,0.0878480421013776
940GZZLUPAC,Paddington Underground Station,51.516581,-0.175689,910GPADTLL,Paddington,51.516451,-0.177107,interchange,0.09917814812430632
940GZZLUPAC,Paddington Underground Station,51.516581,-0.175689,940GZZLUPAH,Paddington (H&C Line)-Underground,51.518187,-0.178306,interchange,0.25432411750302203
940GZZLUPAH,Paddington (H&C Line)-Underground,51.518187,-0.178306,910GPADTLL,Paddington,51.516451,-0.177107,interchange,0.21010775530589806
940GZZLUTCR,Tottenham Court Road Underground Station,51.516426,-0.13041,910GTOTCTRD,Tottenham Court Road,51.515698,-0.13044,interchange,0.0809765192188502
940GZZLUWPL,Whitechapel Underground Station,51.519518,-0.059971,910GWCHAPXR,Whitechapel,51.519632,-0.059837,interchange,0.015705043467764076
940GZZLUERB,Edgware Road (Bakerloo) Underground Station,51.520299,-0.17015,940GZZLUERC,Edgware Road (Circle Line) Underground Station,51.519858,-0.167832,interchange,0.16771142368297487
940GZZLUHSC,Hammersmith (H&C Line) Underground Station,51.49339,-0.22503,940GZZLUHSD,Hammersmith (Dist&Picc Line) Underground Station,51.4923,-0.22362,interchange,0.15562441347598135
940GZZLUFCN,Farringdon Underground Station,51.520252,-0.104913,910GFRNDXR,Farringdon,51.520189,-0.104915,interchange,0.007006646991729194
940GZZLUHR4,Heathrow Terminal 4 Underground Station,51.458524,-0.445771,910GHTRWTM4,Heathrow Terminal 4 Rail Station,51.458268,-0.445463,interchange,0.035576338587240366
940GZZLUSTD,Stratford Underground Station,51.541806,-0.003458,940GZZDLSTD,Stratford DLR Station,51.541758,-0.003287,interchange,0.012974513374961576
940GZZLUSTD,Stratford Underground Station,51.541806,-0.003458,910GSTFD,Stratford (London) Rail Station,51.541895,-0.003397,interchange,0.01075797597328536
940GZZDLSTD,Stratford DLR Station,51.541758,-0.003287,910GSTFD,Stratford (London) Rail Station,51.541895,-0.003397,interchange,0.01702751291424912
940GZZLUWHM,West Ham Underground Station,51.528136,0.005055,940GZZDLWHM,West Ham DLR Station,51.527894,0.004482,interchange,0.04790980449910614
940GZZLUBND,Bond Street Underground Station,51.514304,-0.149723,910GBONDST,Bond Street,51.513895,-0.147246,interchange,0.1773368251680721
940GZZLUCYF,Canary Wharf Underground Station,51.503488,-0.018246,910GCANWHRF,Canary Wharf,51.506203,-0.018834,interchange,0.3046250063789264
940GZZLUCYF,Canary Wharf Underground Station,51.503488,-0.018246,940GZZDLCAN,Canary Wharf DLR Station,51.504838,-0.020997,interchange,0.24246486120529728
910GCANWHRF,Canary Wharf,51.506203,-0.018834,940GZZDLCAN,Canary Wharf DLR Station,51.504838,-0.020997,interchange,0.21318842094658355
